image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6219,Negative for intraepithelial lesion,991,935
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6220,Negative for intraepithelial lesion,1156,903
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6221,Negative for intraepithelial lesion,565,901
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6222,Negative for intraepithelial lesion,606,751
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6223,Negative for intraepithelial lesion,473,903
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6224,Negative for intraepithelial lesion,561,952
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6225,Negative for intraepithelial lesion,272,974
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,6226,Negative for intraepithelial lesion,366,829
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6256,Negative for intraepithelial lesion,47,306
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6257,Negative for intraepithelial lesion,13,398
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6258,Negative for intraepithelial lesion,9,515
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6259,Negative for intraepithelial lesion,364,188
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6260,Negative for intraepithelial lesion,385,269
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6261,Negative for intraepithelial lesion,572,161
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6262,Negative for intraepithelial lesion,616,225
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6263,Negative for intraepithelial lesion,498,324
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6264,Negative for intraepithelial lesion,561,501
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6265,Negative for intraepithelial lesion,654,453
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6266,Negative for intraepithelial lesion,756,330
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6267,Negative for intraepithelial lesion,951,336
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6268,Negative for intraepithelial lesion,1078,308
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6269,Negative for intraepithelial lesion,1125,357
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6270,Negative for intraepithelial lesion,1076,496
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6271,Negative for intraepithelial lesion,1244,422
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6272,Negative for intraepithelial lesion,1255,461
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6273,Negative for intraepithelial lesion,1255,535
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6274,Negative for intraepithelial lesion,1207,686
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6275,Negative for intraepithelial lesion,1186,700
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6276,Negative for intraepithelial lesion,1141,592
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6277,Negative for intraepithelial lesion,961,523
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6278,Negative for intraepithelial lesion,774,775
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6279,Negative for intraepithelial lesion,307,839
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6280,Negative for intraepithelial lesion,120,850
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,6281,Negative for intraepithelial lesion,578,994
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6282,Negative for intraepithelial lesion,151,973
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6283,Negative for intraepithelial lesion,82,929
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6284,Negative for intraepithelial lesion,10,870
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6285,Negative for intraepithelial lesion,145,880
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6286,Negative for intraepithelial lesion,152,858
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6287,Negative for intraepithelial lesion,237,860
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6288,Negative for intraepithelial lesion,337,983
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6289,Negative for intraepithelial lesion,339,891
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6290,Negative for intraepithelial lesion,710,918
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6291,Negative for intraepithelial lesion,469,788
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6292,Negative for intraepithelial lesion,526,713
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6293,Negative for intraepithelial lesion,645,694
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6294,Negative for intraepithelial lesion,808,693
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6295,Negative for intraepithelial lesion,161,732
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6296,Negative for intraepithelial lesion,70,601
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6297,Negative for intraepithelial lesion,116,660
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6298,Negative for intraepithelial lesion,127,414
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6299,Negative for intraepithelial lesion,236,444
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6300,Negative for intraepithelial lesion,223,530
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6301,Negative for intraepithelial lesion,262,586
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6302,Negative for intraepithelial lesion,428,440
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6303,Negative for intraepithelial lesion,270,345
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6304,Negative for intraepithelial lesion,193,112
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6305,Negative for intraepithelial lesion,225,129
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6306,Negative for intraepithelial lesion,343,180
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6307,Negative for intraepithelial lesion,366,5
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6308,Negative for intraepithelial lesion,464,74
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6309,Negative for intraepithelial lesion,487,220
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6310,Negative for intraepithelial lesion,456,300
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6311,Negative for intraepithelial lesion,568,329
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6312,Negative for intraepithelial lesion,596,71
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6313,Negative for intraepithelial lesion,725,116
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6314,Negative for intraepithelial lesion,692,202
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6315,Negative for intraepithelial lesion,670,390
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6316,Negative for intraepithelial lesion,738,423
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6317,Negative for intraepithelial lesion,878,525
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6318,Negative for intraepithelial lesion,1004,539
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6319,Negative for intraepithelial lesion,1098,492
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6320,Negative for intraepithelial lesion,915,323
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6321,Negative for intraepithelial lesion,891,185
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6322,Negative for intraepithelial lesion,845,600
141,30c400872fcaf018f0605eeff12d0f51.png,10.6084/m9.figshare.12230030,6323,Negative for intraepithelial lesion,1143,7
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6481,Negative for intraepithelial lesion,271,314
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6482,Negative for intraepithelial lesion,36,620
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6483,Negative for intraepithelial lesion,12,759
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6484,Negative for intraepithelial lesion,110,651
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6485,Negative for intraepithelial lesion,179,559
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6486,Negative for intraepithelial lesion,129,791
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6487,Negative for intraepithelial lesion,182,726
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6488,Negative for intraepithelial lesion,257,694
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6489,Negative for intraepithelial lesion,319,856
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6490,Negative for intraepithelial lesion,364,675
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6491,Negative for intraepithelial lesion,422,507
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6492,Negative for intraepithelial lesion,578,540
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6493,Negative for intraepithelial lesion,486,755
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6494,Negative for intraepithelial lesion,580,810
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6495,Negative for intraepithelial lesion,693,760
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6496,Negative for intraepithelial lesion,617,624
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6497,Negative for intraepithelial lesion,669,329
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6498,Negative for intraepithelial lesion,728,251
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6499,Negative for intraepithelial lesion,807,140
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6500,Negative for intraepithelial lesion,911,178
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6501,Negative for intraepithelial lesion,891,240
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6502,Negative for intraepithelial lesion,1025,203
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6503,Negative for intraepithelial lesion,1173,254
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6504,Negative for intraepithelial lesion,1129,324
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6505,Negative for intraepithelial lesion,1111,384
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6506,Negative for intraepithelial lesion,1164,417
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6507,Negative for intraepithelial lesion,1143,481
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6508,Negative for intraepithelial lesion,1047,427
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6509,Negative for intraepithelial lesion,754,374
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6510,Negative for intraepithelial lesion,671,394
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6511,Negative for intraepithelial lesion,1076,621
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6512,Negative for intraepithelial lesion,1019,530
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6513,Negative for intraepithelial lesion,941,498
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6514,Negative for intraepithelial lesion,895,527
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6515,Negative for intraepithelial lesion,871,494
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6516,Negative for intraepithelial lesion,791,581
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6517,Negative for intraepithelial lesion,930,602
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6518,Negative for intraepithelial lesion,939,680
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6519,Negative for intraepithelial lesion,795,797
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6520,Negative for intraepithelial lesion,846,904
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6521,Negative for intraepithelial lesion,866,905
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6522,Negative for intraepithelial lesion,1013,840
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6523,Negative for intraepithelial lesion,1087,921
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6524,Negative for intraepithelial lesion,980,986
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6525,Negative for intraepithelial lesion,820,47
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6526,Negative for intraepithelial lesion,1092,73
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6527,Negative for intraepithelial lesion,550,613
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,10.6084/m9.figshare.12230012,6528,Negative for intraepithelial lesion,862,784
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6584,Negative for intraepithelial lesion,16,158
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6585,Negative for intraepithelial lesion,93,201
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6586,Negative for intraepithelial lesion,80,109
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6587,Negative for intraepithelial lesion,168,86
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6588,Negative for intraepithelial lesion,279,121
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6589,Negative for intraepithelial lesion,279,215
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6590,Negative for intraepithelial lesion,408,13
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6591,Negative for intraepithelial lesion,643,151
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6592,Negative for intraepithelial lesion,428,339
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6593,Negative for intraepithelial lesion,261,391
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6594,Negative for intraepithelial lesion,287,411
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6595,Negative for intraepithelial lesion,121,436
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6596,Negative for intraepithelial lesion,342,533
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6597,Negative for intraepithelial lesion,496,505
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6598,Negative for intraepithelial lesion,231,630
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6599,Negative for intraepithelial lesion,427,696
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6600,Negative for intraepithelial lesion,433,746
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6601,Negative for intraepithelial lesion,300,823
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6602,Negative for intraepithelial lesion,8,902
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6603,Negative for intraepithelial lesion,94,1002
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6604,Negative for intraepithelial lesion,221,969
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6605,Negative for intraepithelial lesion,784,874
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6606,Negative for intraepithelial lesion,1019,726
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6607,Negative for intraepithelial lesion,633,511
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6608,Negative for intraepithelial lesion,684,740
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6609,Negative for intraepithelial lesion,629,582
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6610,Negative for intraepithelial lesion,805,656
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6611,Negative for intraepithelial lesion,913,649
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6612,Negative for intraepithelial lesion,995,458
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6613,Negative for intraepithelial lesion,993,842
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6614,Negative for intraepithelial lesion,1063,589
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6615,Negative for intraepithelial lesion,830,508
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6616,Negative for intraepithelial lesion,249,541
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,6617,Negative for intraepithelial lesion,958,790
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6618,Negative for intraepithelial lesion,519,860
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6619,Negative for intraepithelial lesion,478,750
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6620,Negative for intraepithelial lesion,540,746
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6621,Negative for intraepithelial lesion,851,1015
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6622,Negative for intraepithelial lesion,833,932
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6623,Negative for intraepithelial lesion,922,886
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6624,Negative for intraepithelial lesion,1016,1006
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6625,Negative for intraepithelial lesion,925,578
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6626,Negative for intraepithelial lesion,529,592
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6627,Negative for intraepithelial lesion,561,601
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6628,Negative for intraepithelial lesion,472,488
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6629,Negative for intraepithelial lesion,549,360
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6630,Negative for intraepithelial lesion,437,320
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6631,Negative for intraepithelial lesion,412,115
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6632,Negative for intraepithelial lesion,544,115
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6633,Negative for intraepithelial lesion,579,103
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6634,Negative for intraepithelial lesion,816,36
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6635,Negative for intraepithelial lesion,897,136
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6636,Negative for intraepithelial lesion,937,171
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6637,Negative for intraepithelial lesion,1029,102
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6638,Negative for intraepithelial lesion,1088,170
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6639,Negative for intraepithelial lesion,1139,251
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6640,Negative for intraepithelial lesion,987,279
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6641,Negative for intraepithelial lesion,1031,372
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6642,Negative for intraepithelial lesion,882,372
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6643,Negative for intraepithelial lesion,865,298
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6644,Negative for intraepithelial lesion,948,459
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6645,Negative for intraepithelial lesion,1069,465
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6646,Negative for intraepithelial lesion,541,34
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6647,Negative for intraepithelial lesion,631,187
133,4a34b60331799fdc99ccce2ac9531a9d.png,10.6084/m9.figshare.12229997,6648,Negative for intraepithelial lesion,761,202
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6723,Negative for intraepithelial lesion,201,82
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6724,Negative for intraepithelial lesion,26,268
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6725,Negative for intraepithelial lesion,42,348
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6726,Negative for intraepithelial lesion,163,297
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6727,Negative for intraepithelial lesion,181,244
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6728,Negative for intraepithelial lesion,203,197
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6729,Negative for intraepithelial lesion,316,234
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6730,Negative for intraepithelial lesion,445,160
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6731,Negative for intraepithelial lesion,412,345
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6732,Negative for intraepithelial lesion,255,384
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6733,Negative for intraepithelial lesion,110,390
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6734,Negative for intraepithelial lesion,693,145
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6735,Negative for intraepithelial lesion,752,144
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6736,Negative for intraepithelial lesion,621,307
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6737,Negative for intraepithelial lesion,670,345
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6738,Negative for intraepithelial lesion,889,200
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6739,Negative for intraepithelial lesion,1112,120
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6740,Negative for intraepithelial lesion,1187,138
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6741,Negative for intraepithelial lesion,1219,216
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6742,Negative for intraepithelial lesion,1077,291
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6743,Negative for intraepithelial lesion,1040,258
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6744,Negative for intraepithelial lesion,1193,363
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6745,Negative for intraepithelial lesion,1177,478
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6746,Negative for intraepithelial lesion,832,392
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6747,Negative for intraepithelial lesion,750,398
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6748,Negative for intraepithelial lesion,664,448
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6749,Negative for intraepithelial lesion,668,582
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6750,Negative for intraepithelial lesion,878,485
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,6751,Negative for intraepithelial lesion,796,518
